STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,HYD_STATUS,REAL_TIME,LATITUDE,LONGITUDE,station_tz,standard_offset,OlsonName
02KA002,OTTAWA RIVER AT DES JOACHIMS,ON,DISCONTINUED,FALSE,46.18333053588867,-77.6977767944336,America/Toronto,-5,Etc/GMT+5
02KA003,PERCH LAKE OUTLET NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.03556060791016,-77.3708267211914,America/Toronto,-5,Etc/GMT+5
02KA004,PERCH LAKE INLET NO. 1 NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.036109924316406,-77.3791732788086,America/Toronto,-5,Etc/GMT+5
02KA005,PERCH LAKE INLET NO. 2 NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.03667068481445,-77.37555694580078,America/Toronto,-5,Etc/GMT+5
02KA006,PERCH LAKE INLET NO. 3 NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.03028106689453,-77.37139129638672,America/Toronto,-5,Etc/GMT+5
02KA007,PERCH LAKE INLET NO. 4 NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.02999877929688,-77.37528228759766,America/Toronto,-5,Etc/GMT+5
02KA008,PERCH LAKE INLET NO. 5 NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.03277969360352,-77.37860870361328,America/Toronto,-5,Etc/GMT+5
02KA009,TRIBUTARY TO PERCH LAKE INLET NO. 2 NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.04222106933594,-77.38221740722656,America/Toronto,-5,Etc/GMT+5
02KA010,EAST TRIBUTARY TO PERCH LAKE INLET NO. 2 NEAR CHALK RIVER,ON,DISCONTINUED,FALSE,46.03889083862305,-77.37528228759766,America/Toronto,-5,Etc/GMT+5
02KA011,DUMOINE (RIVIERE) EN AMONT DE LA RIVIERE DES OUTAOUAIS,QC,DISCONTINUED,FALSE,46.23139190673828,-77.23139190673828,America/Toronto,-5,Etc/GMT+5
02KA012,MAGANASIPI (RIVIERE) EN AMONT DE LA RIVIERE DES OUTAOUAIS,QC,DISCONTINUED,FALSE,46.28556060791016,-78.3125,America/Toronto,-5,Etc/GMT+5
02KA013,MAGANASIPI (RIVIERE) AU LAC JOHNSON,QC,DISCONTINUED,FALSE,46.331668853759766,-78.34832763671875,America/Toronto,-5,Etc/GMT+5
02KA014,MAGANASIPI (RIVIERE) EN AMONT DE LA RIVIERE DES OUTAOUAIS,QC,DISCONTINUED,FALSE,46.300559997558594,-78.31694030761719,America/Toronto,-5,Etc/GMT+5
02KC001,BONNECHERE RIVER NEAR EGANVILLE,ON,DISCONTINUED,FALSE,45.52777862548828,-77.08055877685547,America/Toronto,-5,Etc/GMT+5
02KC002,BONNECHERE RIVER AT GOLDEN LAKE,ON,DISCONTINUED,FALSE,45.57416915893555,-77.23332977294922,America/Toronto,-5,Etc/GMT+5
02KC003,BONNECHERE RIVER AT RENFREW,ON,DISCONTINUED,FALSE,45.48194122314453,-76.6875,America/Toronto,-5,Etc/GMT+5
02KC005,OTTAWA RIVER NEAR WESTMEATH,ON,DISCONTINUED,FALSE,45.89500045776367,-76.91166687011719,America/Toronto,-5,Etc/GMT+5
02KC010,BONNECHERE RIVER AT ROUND LAKE,ON,DISCONTINUED,FALSE,45.619998931884766,-77.46333312988281,America/Toronto,-5,Etc/GMT+5
02KC011,OUTAOUAIS (RIVIERE DES) PRES DE PORTAGE-DU-FORT,QC,DISCONTINUED,FALSE,45.61027908325195,-76.67082977294922,America/Toronto,-5,Etc/GMT+5
02KC012,OTTAWA RIVER AT ARNPRIOR,ON,DISCONTINUED,FALSE,45.44443893432617,-76.352783203125,America/Toronto,-5,Etc/GMT+5
02KC013,OTTAWA RIVER AT PEMBROKE,ON,DISCONTINUED,FALSE,45.82917022705078,-77.117218017578125,America/Toronto,-5,Etc/GMT+5
02KC014,INDIAN RIVER NEAR PEMBROKE,ON,DISCONTINUED,FALSE,45.7852783203125,-77.1383285522461,America/Toronto,-5,Etc/GMT+5
02KC016,OTTAWA RIVER AT SANDPOINT,ON,DISCONTINUED,FALSE,45.48749923706055,-76.434722900390625,America/Toronto,-5,Etc/GMT+5
02KC017,OUTAOUAIS (RIVIERE DES) CENTRALE DE BRYSON,QC,DISCONTINUED,FALSE,45.661109924316406,-76.63056182861328,America/Toronto,-5,Etc/GMT+5
02KD001,MADAWASKA RIVER AT MADAWASKA,ON,DISCONTINUED,FALSE,45.51388931274414,-77.9847183227539,America/Toronto,-5,Etc/GMT+5
02KD006,MADAWASKA RIVER AT WHITNEY,ON,DISCONTINUED,FALSE,45.49666976928711,-78.23332977294922,America/Toronto,-5,Etc/GMT+5
02KD007,MADAWASKA RIVER AT BARK LAKE DAM,ON,DISCONTINUED,FALSE,45.41638946533203,-77.7880630493164,America/Toronto,-5,Etc/GMT+5
02KD008,BAPTISTE LAKE AT BAPTISTE LAKE DAM,ON,DISCONTINUED,FALSE,45.11888885498047,-77.91667175292969,America/Toronto,-5,Etc/GMT+5
02KD009,WESLEMKOON LAKE AT WESLEMKOON,ON,DISCONTINUED,FALSE,44.98389053344727,-77.41722106933594,America/Toronto,-5,Etc/GMT+5
02KE002,MADAWASKA RIVER NEAR ARNPRIOR,ON,DISCONTINUED,FALSE,45.40639114379883,-76.44444274902344,America/Toronto,-5,Etc/GMT+5
02KE003,MADAWASKA RIVER AT CALABOGIE,ON,DISCONTINUED,FALSE,45.30416870117188,-76.70832824707031,America/Toronto,-5,Etc/GMT+5
02KE004,MADAWASKA RIVER AT CLAY BANK,ON,DISCONTINUED,FALSE,45.40555953979492,-76.39360809326172,America/Toronto,-5,Etc/GMT+5
02KE005,MADAWASKA RIVER AT STEWARTVILLE,ON,DISCONTINUED,FALSE,45.40694046020508,-76.507781982421875,America/Toronto,-5,Etc/GMT+5
02KF002,MISSISSIPPI RIVER AT GALETTA,ON,DISCONTINUED,FALSE,45.41667175292969,-76.25,America/Toronto,-5,Etc/GMT+5
02KF003,MISSISSIPPI RIVER NEAR SNOW ROAD STATION,ON,DISCONTINUED,FALSE,44.94055938720703,-76.68778228759766,America/Toronto,-5,Etc/GMT+5
02KF004,OUTAOUAIS (RIVIERE DES) A QUYON,QC,DISCONTINUED,FALSE,45.51667022705078,-76.230560302734375,America/Toronto,-5,Etc/GMT+5
02KF007,MISSISSIPPI RIVER AT RAGGED CHUTE,ON,DISCONTINUED,FALSE,44.94055938720703,-76.72666931152344,America/Toronto,-5,Etc/GMT+5
02KF009,OTTAWA RIVER AT CHATS FALLS,ON,DISCONTINUED,FALSE,45.47499847412109,-76.239166259765625,America/Toronto,-5,Etc/GMT+5
02KF014,FALL RIVER NEAR FALLBROOK,ON,DISCONTINUED,FALSE,44.95027923583984,-76.40306091308594,America/Toronto,-5,Etc/GMT+5
02KG001,COULONGE (RIVIERE) PRES DE FORT-COULONGE,QC,DISCONTINUED,FALSE,45.8738899230957,-76.68582916259766,America/Toronto,-5,Etc/GMT+5
02KG003,COULONGE (RIVIERE) EN AMONT DE LA RIVIERE COULONGE EST,QC,DISCONTINUED,FALSE,46.15499877929688,-76.757781982421875,America/Toronto,-5,Etc/GMT+5
02KG005,COULONGE (RIVIERE) AU PONT TERRY-FOX QUI MENE AU CLUB DE GOLF DE PONTEFRACT,QC,DISCONTINUED,FALSE,45.90810012817383,-76.67279815673828,America/Toronto,-5,Etc/GMT+5
02KH001,NOIRE (RIVIERE),QC,DISCONTINUED,FALSE,45.97861099243164,-76.83055877685547,America/Toronto,-5,Etc/GMT+5
02KH002,NOIRE (RIVIERE) A WALTHAM-STATION,QC,DISCONTINUED,FALSE,45.91889190673828,-76.91999816894531,America/Toronto,-5,Etc/GMT+5
02KH003,NOIRE (RIVIERE),QC,DISCONTINUED,FALSE,46.033329010009766,-76.86582946777344,America/Toronto,-5,Etc/GMT+5
02KH004,NOIRE (RIVIERE),QC,DISCONTINUED,FALSE,46.28361129760742,-77.0777816772461,America/Toronto,-5,Etc/GMT+5
02KJ003,DUMOINE (RIVIERE) AU LAC DUMOINE,QC,DISCONTINUED,FALSE,46.82221984863281,-77.86833190917969,America/Toronto,-5,Etc/GMT+5
02KJ004,DUMOINE (RIVIERE) A LA SORTIE DU LAC ROBINSON,QC,ACTIVE,TRUE,46.345829010009766,-77.81555938720703,America/Toronto,-5,Etc/GMT+5
02KJ007,KIPAWA (RIVIERE) AU LAC DUMOINE,QC,DISCONTINUED,FALSE,46.97027969360352,-78.0425033569336,America/Toronto,-5,Etc/GMT+5
02LA001,TAY RIVER NEAR GLEN TAY,ON,DISCONTINUED,FALSE,44.8769416809082,-76.3022232055664,America/Toronto,-5,Etc/GMT+5
02LA003,OTTAWA RIVER AT RIDEAU LOCKS,ON,DISCONTINUED,FALSE,45.4263916015625,-75.698333740234375,America/Toronto,-5,Etc/GMT+5
02LA005,RIDEAU RIVER ABOVE SMITHS FALLS,ON,DISCONTINUED,FALSE,44.89056015014648,-76.0625,America/Toronto,-5,Etc/GMT+5
02LA008,BLACK RAPIDS CREEK TRIBUTARY AT OTTAWA,ON,DISCONTINUED,FALSE,45.30332946777344,-75.73999786376953,America/Toronto,-5,Etc/GMT+5
02LA009,RIDEAU RIVER AT POONAMALIE LOCKS,ON,DISCONTINUED,FALSE,44.89278030395508,-76.05610656738281,America/Toronto,-5,Etc/GMT+5
02LA010,RIDEAU RIVER NEAR BECKETTS LANDING,ON,DISCONTINUED,FALSE,45.04639053344727,-75.68888854980469,America/Toronto,-5,Etc/GMT+5
02LA011,RIDEAU RIVER BELOW MERRICKVILLE,ON,DISCONTINUED,FALSE,44.95138931274414,-75.81806182861328,America/Toronto,-5,Etc/GMT+5
02LA012,RIDEAU RIVER BELOW MANOTICK,ON,DISCONTINUED,FALSE,45.248329162597656,-75.70471954345703,America/Toronto,-5,Etc/GMT+5
02LA013,SAWMILL CREEK AT OTTAWA,ON,DISCONTINUED,FALSE,45.38777923583984,-75.6744384765625,America/Toronto,-5,Etc/GMT+5
02LA014,RIDEAU RIVER AT RIDEAU FERRY,ON,DISCONTINUED,FALSE,44.848331451416016,-76.14111328125,America/Toronto,-5,Etc/GMT+5
02LA016,TAY RIVER AT PORT ELMSLEY,ON,DISCONTINUED,FALSE,44.89278030395508,-76.12361145019531,America/Toronto,-5,Etc/GMT+5
02LA017,TAY RIVER BELOW BOBS LAKE,ON,DISCONTINUED,FALSE,44.7599983215332,-76.521392822265625,America/Toronto,-5,Etc/GMT+5
02LA018,RIDEAU RIVER AT MERRICKVILLE,ON,DISCONTINUED,FALSE,44.917781829833984,-75.83860778808594,America/Toronto,-5,Etc/GMT+5
02LA019,OUTAOUAIS (RIVIERE DES) CENTRALE DE HULL 2,QC,DISCONTINUED,FALSE,45.42082977294922,-75.7249984741211,America/Toronto,-5,Etc/GMT+5
02LA026,STEVEN CREEK NEAR NORTH GOWER,ON,DISCONTINUED,FALSE,45.13835906982422,-75.7034683227539,America/Toronto,-5,Etc/GMT+5
02LB001,OUTAOUAIS (RIVIERE DES) A GRENVILLE,QC,DISCONTINUED,FALSE,45.63111114501953,-74.60888671875,America/Toronto,-5,Etc/GMT+5
02LB010,OTTAWA RIVER AT CUMBERLAND,ON,DISCONTINUED,FALSE,45.52138900756836,-75.4124984741211,America/Toronto,-5,Etc/GMT+5
02LB012,EAST BRANCH SCOTCH RIVER NEAR ST. ISIDORE DE PRESCOTT,ON,DISCONTINUED,FALSE,45.369720458984375,-74.9000015258789,America/Toronto,-5,Etc/GMT+5
02LB014,SOUTH NATION RIVER BELOW CASSELMAN,ON,DISCONTINUED,FALSE,45.32167053222656,-75.09278106689453,America/Toronto,-5,Etc/GMT+5
02LB015,SOUTH NATION RIVER AT LEMIEUX,ON,DISCONTINUED,FALSE,45.39500045776367,-75.06555938720703,America/Toronto,-5,Etc/GMT+5
02LB016,LITTLE CASTOR RIVER NEAR EMBRUN,ON,DISCONTINUED,FALSE,45.27138900756836,-75.21833038330078,America/Toronto,-5,Etc/GMT+5
02LB019,SOUTH INDIAN CREEK NEAR LIMOGES,ON,DISCONTINUED,FALSE,45.363059997558594,-75.25,America/Toronto,-5,Etc/GMT+5
02LB021,EAST CASTOR RIVER NEAR RUSSELL,ON,DISCONTINUED,FALSE,45.22861099243164,-75.3255615234375,America/Toronto,-5,Etc/GMT+5
02LB024,OUTAOUAIS (RIVIERE DES) AU BARRAGE DE CARILLON,QC,DISCONTINUED,FALSE,45.56999969482422,-74.39277648925781,America/Toronto,-5,Etc/GMT+5
02LB025,OUTAOUAIS (RIVIERE DES) A CARILLON (AVAL),QC,DISCONTINUED,FALSE,45.56806182861328,-74.37972259521484,America/Toronto,-5,Etc/GMT+5
02LB026,OUTAOUAIS (RIVIERE DES) A CARILLON (AMONT),QC,DISCONTINUED,FALSE,45.56943893432617,-74.383331298828125,America/Toronto,-5,Etc/GMT+5
02LB027,BLACK CREEK NEAR BOURGET,ON,DISCONTINUED,FALSE,45.40472030639648,-75.10221862792969,America/Toronto,-5,Etc/GMT+5
02LB028,BEAR BROOK ABOVE BOURGET,ON,DISCONTINUED,FALSE,45.39889144897461,-75.28333282470703,America/Toronto,-5,Etc/GMT+5
02LB029,SOUTH NATION RIVER AT SEQUIN BRIDGE,ON,DISCONTINUED,FALSE,45.45582962036133,-74.94222259521484,America/Toronto,-5,Etc/GMT+5
02LB030,SOUTH NATION RIVER AT PENDLETON BRIDGE,ON,DISCONTINUED,FALSE,45.4263916015625,-75.0505599975586,America/Toronto,-5,Etc/GMT+5
02LB035,OUTAOUAIS (RIVIERE DES) A RIGAUD,QC,DISCONTINUED,FALSE,45.53094100952149,-74.35131072998047,America/Toronto,-5,Etc/GMT+5
02LB101,BEAR BROOK AT CARLSBAD SPRINGS,ON,DISCONTINUED,FALSE,45.375,-75.47222137451172,America/Toronto,-5,Etc/GMT+5
02LC001,NORD (RIVIERE DU) A SAINT-CANUT,QC,DISCONTINUED,FALSE,45.72222137451172,-74.084716796875,America/Toronto,-5,Etc/GMT+5
02LC002,ROUGE (RIVIERE) EN AVAL DE LA CHUTE BELL,QC,DISCONTINUED,FALSE,45.77333068847656,-74.68389129638672,America/Toronto,-5,Etc/GMT+5
02LC003,OUEST (RIVIERE DE L') AU PONT LEGER,QC,DISCONTINUED,FALSE,45.67694091796875,-74.40860748291016,America/Toronto,-5,Etc/GMT+5
02LC004,ROUGE (RIVIERE) A LABELLE,QC,DISCONTINUED,FALSE,46.28083038330078,-74.73583221435547,America/Toronto,-5,Etc/GMT+5
02LC005,NORD (RIVIERE DU) EN AMONT DE LA RIVIERE DONCASTER,QC,DISCONTINUED,FALSE,45.9738883972168,-74.11028289794922,America/Toronto,-5,Etc/GMT+5
02LC006,DONCASTER (RIVIERE),QC,DISCONTINUED,FALSE,45.9647216796875,-74.100830078125,America/Toronto,-5,Etc/GMT+5
02LC007,ROUGE (RIVIERE) PRES DE LA MACAZA,QC,DISCONTINUED,FALSE,46.35388946533203,-74.7794418334961,America/Toronto,-5,Etc/GMT+5
02LC008,"NORD (RIVIERE DU) A 4,8 KM EN AMONT DU PONT DU C.N. A SAINT-JEROME",QC,ACTIVE,TRUE,45.793060302734375,-74.01277923583984,America/Toronto,-5,Etc/GMT+5
02LC009,MASSON (LAC) AU BARRAGE MASSON,QC,ACTIVE,TRUE,46.03055953979492,-74.05638885498047,America/Toronto,-5,Etc/GMT+5
02LC010,LUDGER (LAC) AU BARRAGE LUDGER,QC,ACTIVE,TRUE,46.11861038208008,-74.2763900756836,America/Toronto,-5,Etc/GMT+5
02LC011,NORD (RIVIERE DU) AU BARRAGE DE LA MONTAGNE NOIRE  A LANTIER,QC,ACTIVE,TRUE,46.18193817138672,-74.2772216796875,America/Toronto,-5,Etc/GMT+5
02LC012,CORNU (LAC) AU BARRAGE-CORNU,QC,ACTIVE,TRUE,46.09027862548828,-74.4263916015625,America/Toronto,-5,Etc/GMT+5
02LC013,MANITOU (LAC) AU BARRAGE MANITOU,QC,ACTIVE,TRUE,46.07500076293945,-74.33721923828125,America/Toronto,-5,Etc/GMT+5
02LC014,PAPINEAU (LAC) AU BARRAGE PAPINEAU A SAINTE-AGATHE-DES-MONTS,QC,ACTIVE,TRUE,46.122501373291016,-74.2941665649414,America/Toronto,-5,Etc/GMT+5
02LC015,NORD (RIVIER DU) AU BARRAGE BRULE,QC,ACTIVE,TRUE,46.077781677246094,-74.28193664550781,America/Toronto,-5,Etc/GMT+5
02LC016,SABLES (LAC DES) AU BARRAGE DES SABLES,QC,ACTIVE,TRUE,46.0525016784668,-74.309173583984375,America/Toronto,-5,Etc/GMT+5
02LC017,MULETS (RIVIERE AUX) AU BARRAGE THEODORE,QC,ACTIVE,TRUE,45.962501525878906,-74.247222900390625,America/Toronto,-5,Etc/GMT+5
02LC019,NORD (RUISSEAU) SUR LE CHEMIN SAINT-DOMINIQUE,QC,DISCONTINUED,FALSE,45.73667144775391,-74.0008316040039,America/Toronto,-5,Etc/GMT+5
02LC020,NORD (RIVIERE DU) A LACHUTE,QC,DISCONTINUED,FALSE,45.66389083862305,-74.32221984863281,America/Toronto,-5,Etc/GMT+5
02LC021,NORD (RIVIERE DU) PRES DE SAINT-AGATHE,QC,ACTIVE,TRUE,46.04582977294922,-74.252777099609375,America/Toronto,-5,Etc/GMT+5
02LC022,NORD (RIVIERE DU) A SAINT-ANDRE-EST,QC,DISCONTINUED,FALSE,45.56610870361328,-74.33583068847656,America/Toronto,-5,Etc/GMT+5
02LC023,OUEST (RIVIERE DE L') EN AMONT DU RUISSEAU DES VASES,QC,DISCONTINUED,FALSE,45.65861129760742,-74.40833282470703,America/Toronto,-5,Etc/GMT+5
02LC024,ROUGE (RIVIERE) A SON EMBOUCHURE,QC,DISCONTINUED,FALSE,45.56222152709961,-74.320831298828125,America/Toronto,-5,Etc/GMT+5
02LC025,SIMON (RIVIERE) A SON EMBOUCHURE,QC,DISCONTINUED,FALSE,45.913330078125,-74.15193939208984,America/Toronto,-5,Etc/GMT+5
02LC026,BONNIEBROOK (RUISSEAU) AU LAC FIDDLER,QC,DISCONTINUED,FALSE,45.80110931396485,-74.171112060546875,America/Toronto,-5,Etc/GMT+5
02LC027,DONCASTER (RIVIERE) AU LAC ELEVE,QC,ACTIVE,TRUE,46.095829010009766,-74.12194061279297,America/Toronto,-5,Etc/GMT+5
02LC028,ROUGE (RIVIERE) EN AVAL DE LA RIVIERE BEVIN,QC,DISCONTINUED,FALSE,45.970001220703125,-74.63471984863281,America/Toronto,-5,Etc/GMT+5
02LC029,ROUGE (RIVIERE) EN AMONT DE LA CHUTE MCNEIL,QC,ACTIVE,TRUE,45.73638916015625,-74.6897201538086,America/Toronto,-5,Etc/GMT+5
02LC031,BEVIN (RIVIERE) A LAKEVIEW,QC,DISCONTINUED,FALSE,45.87833023071289,-74.567779541015625,America/Toronto,-5,Etc/GMT+5
02LC032,BEVI (LAC) AU PONT-ROUTE 327,QC,DISCONTINUED,FALSE,45.9627799987793,-74.59944152832031,America/Toronto,-5,Etc/GMT+5
02LC033,MCDONALD (LAC) A LAKEVIEW,QC,DISCONTINUED,FALSE,45.87833023071289,-74.567779541015625,America/Toronto,-5,Etc/GMT+5
02LC034,DECHARGE DU LAC DES SEIZE ILES EN AVAL DU BARRAGE,QC,DISCONTINUED,FALSE,45.8769416809082,-74.478607177734375,America/Toronto,-5,Etc/GMT+5
02LC035,SEIZE ILES (LAC DES),QC,DISCONTINUED,FALSE,45.87778091430664,-74.47888946533203,America/Toronto,-5,Etc/GMT+5
02LC038,MAROIS (LAC),QC,DISCONTINUED,FALSE,45.85694122314453,-74.125,America/Toronto,-5,Etc/GMT+5
02LC039,SAINT-JOSEPH (LAC),QC,DISCONTINUED,FALSE,45.970829010009766,-74.33611297607422,America/Toronto,-5,Etc/GMT+5
02LC040,ECHO (LAC),QC,DISCONTINUED,FALSE,45.87916946411133,-74.0250015258789,America/Toronto,-5,Etc/GMT+5
02LC042,RAYMOND (LAC),QC,DISCONTINUED,FALSE,46.00611114501953,-74.15389251708984,America/Toronto,-5,Etc/GMT+5
02LC043,"SAINT-LOUIS (RUISSEAU) A 0,3 KM DE LA RIVIERE DU DIABLE",QC,ACTIVE,TRUE,46.37472152709961,-74.503326416015625,America/Toronto,-5,Etc/GMT+5
02LC062,BAPTISTE (LAC),QC,DISCONTINUED,FALSE,46.25,-74.68389129638672,America/Toronto,-5,Etc/GMT+5
02LC064,SAVANE (LAC DE LA),QC,DISCONTINUED,FALSE,46.477500915527344,-74.47306060791016,America/Toronto,-5,Etc/GMT+5
02LC066,ESCALIER (LAC),QC,DISCONTINUED,FALSE,46.41999816894531,-74.49278259277344,America/Toronto,-5,Etc/GMT+5
02LC067,MONROE (LAC),QC,DISCONTINUED,FALSE,46.31861114501953,-74.51000213623047,America/Toronto,-5,Etc/GMT+5
02LC068,NORD (RIVIERE DU) EN AMONT DE LA RIVIERE DONCASTER,QC,DISCONTINUED,FALSE,45.973331451416016,-74.11083221435547,America/Toronto,-5,Etc/GMT+5
02LC069,BECS-SCIE (LAC DES),QC,DISCONTINUED,FALSE,45.8466682434082,-74.206939697265625,America/Toronto,-5,Etc/GMT+5
02LC070,DECHARGE DU LAC LUDGER (RUISSEAU) EN AVAL DU BARRAGE LUDGER,QC,ACTIVE,TRUE,46.11806106567383,-74.2763900756836,America/Toronto,-5,Etc/GMT+5
02LD001,PETITE NATION (RIVIERE DE LA) A PORTAGE-DE-LA-NATION,QC,DISCONTINUED,FALSE,45.67110824584961,-75.03556060791016,America/Toronto,-5,Etc/GMT+5
02LD002,PETITE NATION (RIVIERE DE LA) PRES DE COTE-SAINT-PIERRE,QC,DISCONTINUED,FALSE,45.82749938964844,-75.07167053222656,America/Toronto,-5,Etc/GMT+5
02LD004,PETITE NATION (RIVIERE DE LA) A PORTAGE-DE-LA-NATION,QC,DISCONTINUED,FALSE,45.67139053344727,-75.02056121826172,America/Toronto,-5,Etc/GMT+5
02LD005,"PETITE NATION (RIVIERE DE LA) AU PONT A 1,6 KM EN AMONT DE RIPON",QC,ACTIVE,TRUE,45.79167175292969,-75.09139251708984,America/Toronto,-5,Etc/GMT+5
02LD006,"SUFFOLK (RUISSEAU) A 0,2 KM EN AMONT DU PONT-ROUTE A CHENEVILLE",QC,ACTIVE,TRUE,45.883331298828125,-75.02278137207031,America/Toronto,-5,Etc/GMT+5
02LD007,SIMON (LAC),QC,DISCONTINUED,FALSE,45.90583038330078,-75.092498779296875,America/Toronto,-5,Etc/GMT+5
02LD008,BARRIERE (LAC) AU BARRAGE,QC,DISCONTINUED,FALSE,45.877220153808594,-75.084442138671875,America/Toronto,-5,Etc/GMT+5
02LD011,SCRYER (LAC),QC,DISCONTINUED,FALSE,45.84167098999024,-75.21305847167969,America/Toronto,-5,Etc/GMT+5
02LD012,CHAPLEAU (LAC) AU BARRAGE CHAPLEAU A LA MINERVE,QC,ACTIVE,TRUE,46.21080017089844,-74.9468002319336,America/Toronto,-5,Etc/GMT+5
02LE001,LIEVRE (RIVIERE DU) A MONT-LAURIER,QC,DISCONTINUED,FALSE,46.54222106933594,-75.50193786621094,America/Toronto,-5,Etc/GMT+5
02LE003,LIEVRE (RIVIERE DU) A FERME ROUGE,QC,DISCONTINUED,FALSE,46.42694091796875,-75.42778015136719,America/Toronto,-5,Etc/GMT+5
02LE006,KIAMIKA (RIVIERE) PRES DE LA RIVIERE DU LIEVRE,QC,DISCONTINUED,FALSE,46.41056060791016,-75.39250183105469,America/Toronto,-5,Etc/GMT+5
02LE008,MITCHINAMECUS (RIVIERE) AU BARRAGE MITCHINAMECUS,QC,DISCONTINUED,FALSE,47.21611022949219,-75.1744384765625,America/Toronto,-5,Etc/GMT+5
02LE011,LIEVRE (RIVIERE DU) EN AVAL DE LA RIVIERE KIAMIKA,QC,DISCONTINUED,FALSE,46.36249923706055,-75.44889068603516,America/Toronto,-5,Etc/GMT+5
02LE013,MITCHINAMECUS (RIVIERE) A LA TETE DE LA CHUTE RASCAS,QC,ACTIVE,TRUE,47.18444061279297,-75.14360809326172,America/Toronto,-5,Etc/GMT+5
02LE014,MITCHINAMECUS (RIVIERE) AU RESERVOIR MITCHINAMECUS,QC,ACTIVE,TRUE,47.214168548583984,-75.1772232055664,America/Toronto,-5,Etc/GMT+5
02LE015,MITCHINAMECUS ET RUISSEAU RASCAS AUX SORTIES DU RESERVOIR MITCHINAMECU,QC,DISCONTINUED,FALSE,47.214168548583984,-75.1772232055664,America/Toronto,-5,Etc/GMT+5
02LE016,RASCAS (RUISSEAU) AU RESERVOIR MITCHINAMECUS,QC,DISCONTINUED,FALSE,47.20000076293945,-75.133331298828125,America/Toronto,-5,Etc/GMT+5
02LE017,KIAMIKA (RIVIERE) AU BARRAGE KIAMIKA,QC,ACTIVE,TRUE,46.633331298828125,-75.133331298828125,America/Toronto,-5,Etc/GMT+5
02LE018,KIAMIKA (RIVIERE) EN AVAL DU BARRAGE KIAMIKA,QC,DISCONTINUED,FALSE,46.62221908569336,-75.13194274902344,America/Toronto,-5,Etc/GMT+5
02LE019,ECORCES (LAC DES) A MONT-LAURIER,QC,ACTIVE,TRUE,46.50860977172852,-75.3949966430664,America/Toronto,-5,Etc/GMT+5
02LE020,ILES (LAC DES),QC,DISCONTINUED,FALSE,46.4877815246582,-75.543060302734375,America/Toronto,-5,Etc/GMT+5
02LE021,LAC DES ILES (RIVIERE DU) AU LAC DES ILES,QC,DISCONTINUED,FALSE,46.40610885620117,-75.5294418334961,America/Toronto,-5,Etc/GMT+5
02LE022,ILES (LAC DES),QC,DISCONTINUED,FALSE,46.40888977050781,-75.53472137451172,America/Toronto,-5,Etc/GMT+5
02LE023,ILES (LAC DES) AU PONT,QC,DISCONTINUED,FALSE,46.40528106689453,-75.53028106689453,America/Toronto,-5,Etc/GMT+5
02LE024,"LIEVRE (RIVIERE DU) A 2,2 KM EN AMONT DU PONT-ROUTE 311 A LAC-SAINT-PAUL",QC,ACTIVE,TRUE,46.7841682434082,-75.31388854980469,America/Toronto,-5,Etc/GMT+5
02LE025,KIAMIKA (RIVIERE) A CHUTE-SAINT-PHILIPPE,QC,ACTIVE,TRUE,46.6511116027832,-75.242218017578125,America/Toronto,-5,Etc/GMT+5
02LF001,LIEVRE (RIVIERE DU),QC,DISCONTINUED,FALSE,45.70832824707031,-75.54472351074219,America/Toronto,-5,Etc/GMT+5
02LF002,LIEVRE (RIVIERE DU) AU LAC DU POISSON BLANC,QC,ACTIVE,TRUE,46.10139083862305,-75.64861297607422,America/Toronto,-5,Etc/GMT+5
02LF003,LIEVRE (RIVIERE DU) AU BARRAGE DE MASSON,QC,DISCONTINUED,FALSE,45.54389190673828,-75.42500305175781,America/Toronto,-5,Etc/GMT+5
02LF004,LIEVRE (RIVIERE DU),QC,DISCONTINUED,FALSE,46.0877799987793,-75.62306213378906,America/Toronto,-5,Etc/GMT+5
02LF016,LIEVRE (RIVIERE DU) EN AVAL DE LA CENTRALE DE BUCKINGHAM,QC,DISCONTINUED,FALSE,45.5897216796875,-75.42305755615234,America/Toronto,-5,Etc/GMT+5
02LG002,GENS DE TERRE (RIVIERE) AU BARRAGE CABONGA,QC,DISCONTINUED,FALSE,47.30443954467773,-76.4669418334961,America/Toronto,-5,Etc/GMT+5
02LG003,GENS DE TERRE (RIVIERE) AU RESERVOIR CABONGA,QC,DISCONTINUED,FALSE,47.31193923950195,-76.46916961669922,America/Toronto,-5,Etc/GMT+5
02LG005,GATINEAU (RIVIERE) AUX RAPIDES CEIZUR,QC,ACTIVE,TRUE,47.08361053466797,-75.75360870361328,America/Toronto,-5,Etc/GMT+5
02LG006,GATINEAU (RIVIERE) EN AVAL DU BARRAGE MERCIER,QC,DISCONTINUED,FALSE,46.71139144897461,-75.98249816894531,America/Toronto,-5,Etc/GMT+5
